KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-04,254,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-05,254,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-06,,Q,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-07,258,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-08,,Q,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-09,200,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-10,210,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-11,196,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2011-12,254,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-01,260,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-02,194,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-03,237,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-04,225,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-05,189,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-06,243,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-07,288,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-08,191,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-09,199,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-10,246,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-11,218,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2012-12,258,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-01,256,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-02,161,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-03,224,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-04,222,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-05,183,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-06,211,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-07,268,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-08,176,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-09,210,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-10,239,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-11,206,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2013-12,225,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-01,226,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-02,182,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-03,200,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-04,221,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-05,178,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-06,196,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
MIR.M.AT.B.A2A.A.B.2.2240.EUR.N,M,AT,B,A2A,A,B,2,2240,EUR,N,2014-07,222,A,F,,,P1M,,S,,,,,,,,,,0,,AT2,Bank business volumes - loans to corporations of up to EUR 0.25M (new business) ,"Austria, Business volume (outstanding amount / new business), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Up to and including EUR 0.25 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",EUR,6
