KEY,FREQ,REF_AREA,FIRM_SIZE,FIRM_SECTOR,FIRM_TURNOVER,FIRM_AGE,FIRM_OWNERSHIP,SAFE_QUESTION,SAFE_ITEM,SAFE_ANSWER,SAFE_FILTER,SAFE_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,COMPILATION,DECIMALS,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2014-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2014-S2,1.854648,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2015-S1,1.722997,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2015-S2,1.6875,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2016-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2016-S2,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2017-S1,1.705582,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2017-S2,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2018-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2018-S2,1.565374,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2019-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2019-S2,0.741434,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2020-S1,1.282777,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2020-S2,0.806419,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2021-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2021-S2,3.683743,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2022-S1,4.49447,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2022-S2,1.974002,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2023-S1,4.213759,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2023-S2,6.430326,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2024-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2024-S2,3.1503,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.AT.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,AT,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2025-S1,0,A,F,,,P6M,,V,,,,,,,3,Austria - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Austria - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2009-S1,4.73427,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2009-S2,9.473426,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2010-S1,3.120265,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2010-S2,1.385309,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2011-S1,2.345651,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2011-S2,2.789719,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2012-S1,3.981967,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2012-S2,3.067001,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2013-S1,1.691415,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2013-S2,3.000297,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2014-S1,0,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2014-S2,0.9463,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2015-S1,1.475382,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2015-S2,0.579225,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2016-S1,1.106236,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2016-S2,0,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2017-S1,0,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
SAFE.H.BE.SME.A.0.0.0.Q7B.FBLN.S3.AL.WP,H,BE,SME,A,0,0,0,Q7B,FBLN,S3,AL,WP,2017-S2,0,A,F,,,P6M,,V,,,,,,,3,Belgium - Small and medium-sized enterprises - Q7B. Financing applied - outcome,"Residency of the firm Belgium - Small and medium-sized enterprises - All sectors - All turnover breakdowns included - All ages included - All types of ownership, all export classes included - Question Q7B. Financing applied - outcome, Bank loan - Applied but refused because cost too high - Including not applicable responses - Weighted percentage of responses",PC,-2
