KEY,FREQ,REF_AREA,BS_REP_SECTOR,BS_ITEM,MATURITY_NOT_IRATE,DATA_TYPE_MIR,AMOUNT_CAT,BS_COUNT_SECTOR,CURRENCY_TRANS,IR_BUS_COV,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2009-11,2.02,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2009-12,2.09,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-01,2.02,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-02,1.93,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-03,1.79,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-04,1.73,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-05,1.82,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-06,1.8,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-07,1.97,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-08,2.08,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-09,1.87,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-10,2.1,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-11,2.16,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2010-12,2.26,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-01,2.35,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-02,2.29,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-03,2.29,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-04,2.5,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-05,2.49,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-06,2.67,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-07,2.77,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-08,2.57,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-09,2.65,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-10,2.73,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-11,2.51,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2011-12,2.71,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-01,2.41,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-02,2.25,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-03,2.16,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-04,2.09,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-05,1.95,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-06,1.93,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-07,2.01,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-08,1.74,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-09,1.68,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-10,1.95,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-11,1.71,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
MIR.M.AT.B.A2A.A.R.1.2240.EUR.N,M,AT,B,A2A,A,R,1,2240,EUR,N,2012-12,1.86,A,F,,,P1M,,A,,,,,,,,,,4,,AT2,Bank interest rates - loans to corporations of over EUR 1M (new business) ,"Austria, Annualised agreed rate (AAR) / Narrowly defined effective rate (NDER), Credit and other institutions (MFI except MMFs and central banks) reporting sector - Loans other than revolving loans and overdrafts, convenience and extended credit card debt, Total initial rate fixation, Over EUR 1 million amount, New business coverage, Non-Financial corporations (S.11) sector, denominated in Euro",PCPA,0
