rows_forecasting_feature_panel,columns_forecasting_feature_panel,macro_micro_predictor_columns,optional_external_predictor_columns,backtest_rows,forecast_prediction_rows_all_origins,decision_history_rows,country_error_rows,risk_tier_validation_rows,best_recent_model_key,best_recent_model_label,best_recent_model_mae,strongest_recent_baseline_key,strongest_recent_baseline_label,strongest_recent_baseline_mae,best_recent_ml_improvement_vs_strongest_baseline,rolling_origin_count,ml_beats_strongest_baseline_count,ml_beats_strongest_baseline_share,median_ml_edge_vs_strongest_baseline,mean_ml_edge_vs_strongest_baseline,most_frequent_best_model,most_frequent_best_model_wins,ml_family_best_origin_count,latest_decision_board_rows,latest_decision_alert_count,latest_decision_watch_count,latest_decision_monitor_count,latest_backtest_naive_mae,latest_backtest_country_mean_mae,latest_backtest_country_ar1_mae,latest_backtest_country_arima_mae,latest_backtest_country_arimax_ciss_mae,latest_backtest_momentum_mae,latest_backtest_pooled_lag_ols_mae,latest_backtest_elastic_net_mae,latest_backtest_ridge_mae,latest_backtest_rf_mae,latest_backtest_gradient_boosting_mae
386,197,33,39,264,3278,298,132,4,ridge,Ridge,0.3306625569616114,pooled_lag_ols,Pooled lag OLS,0.3403894888788996,0.009726931917288184,24,18,0.75,0.036308190640284746,0.0400012368917222,Ridge,7,18,12,0,0,5,0.3770938583696397,0.6029616148121673,0.4063270464358085,0.4099215892765658,0.40130176833091075,0.5617578774485577,0.3403894888788996,0.33167124251384045,0.3306625569616114,0.3701142096828473,0.3397951541687325
