cluster,z_access_finance_main_problem,z_bank_loan_rejected,z_bank_loan_cost_too_high,z_bank_loan_limited_amount,z_bank_willingness_deteriorated,z_interest_rates_increased,SME_FPI_equal_z,cluster_name
0,-0.6521353808388081,-0.22184668607222569,0.39774557023121654,-0.48582483518830466,-0.29949423131465935,1.4768859691803211,0.04455579535877047,Interest Rates Increased driven stress
1,0.5779081594332991,0.6307217664804765,0.7310789831788527,0.22651196320315445,0.49742770729618024,-0.15579592792686536,0.6110882989906843,Bank Loan Cost Too High driven stress
2,-0.4485843251862306,-0.4844066349416224,-0.4385218521229176,-0.26447072057424836,-0.5355790020607447,-0.6006000595571619,-0.6733015424259415,Low SME financing pain
3,2.087850022456351,1.5417818721281729,0.23285571543917088,1.7570173359003012,2.1499164064976606,1.0864251095034383,2.1173432190613393,Broad SME financing pain
