raw_rows,raw_columns,loaded_columns,raw_file_mb,countries,firm_sizes,sectors,firm_ages,problem_items,answer_levels,periods,severity_rows,access_severity_rows
231231,33,16,137.167292,14,6,5,6,7,11,21,20570,2940
