REF_AREA,country_name,TIME_PERIOD,FIRM_SIZE,firm_size_label,FIRM_SECTOR,sector_label,FIRM_AGE,SAFE_ITEM,problem,severity_score_1_10,top_box_share_8_10,high_pressure_share_7_10
FR,France,2017-S1,ALL,All,A,All,0,P2,Competition,6.055104954817712,31.763988943554182,47.68556779191536
FR,France,2017-S1,ALL,All,A,All,0,P3,Access to finance,4.255670987167332,19.936689893283177,25.453063882253456
FR,France,2017-S1,ALL,All,A,All,0,P4,Production/labour costs,6.359287086025951,37.93333175071476,52.101177824823885
FR,France,2017-S1,ALL,All,A,All,0,P5,Skilled staff,6.286417107750925,37.61970066807948,55.54027162101377
FR,France,2017-S1,ALL,All,A,All,0,P6,Regulation,5.969767574521626,33.176238536919236,46.98635774133564
FR,France,2017-S1,ALL,All,A,All,1,N8,Other,8.028176085063585,69.58723866890148,81.64660554203876
FR,France,2017-S1,ALL,All,A,All,1,P1,Finding customers,6.138609715735337,39.146224468448644,50.8108594557316
FR,France,2017-S1,ALL,All,A,All,1,P2,Competition,6.101831250799213,31.695588478162602,48.055968904691895
FR,France,2017-S1,ALL,All,A,All,1,P3,Access to finance,4.2139436688635765,19.07002883427007,24.96133609341712
FR,France,2017-S1,ALL,All,A,All,1,P4,Production/labour costs,6.31970049633402,37.09949628229536,51.82795298013344
FR,France,2017-S1,ALL,All,A,All,1,P5,Skilled staff,6.3274460410518465,37.791068268270685,55.71650336758015
FR,France,2017-S1,ALL,All,A,All,1,P6,Regulation,5.9809012322668975,33.10958430311839,47.69321084879716
FR,France,2017-S1,ALL,All,A,All,2,N8,Other,7.995017474447277,70.17306874073881,78.47121082398948
FR,France,2017-S1,ALL,All,A,All,2,P1,Finding customers,6.380545975221839,45.16285180651407,55.8924122356965
FR,France,2017-S1,ALL,All,A,All,2,P2,Competition,5.5794643684107115,28.73943942521121,41.41385917172281
FR,France,2017-S1,ALL,All,A,All,2,P3,Access to finance,4.611777853540501,25.780205825055912,27.811551621689993
FR,France,2017-S1,ALL,All,A,All,2,P4,Production/labour costs,6.507059898485423,40.48818068660638,51.69957441780836
FR,France,2017-S1,ALL,All,A,All,2,P5,Skilled staff,6.470523841353894,40.59340537000477,56.73075023092606
FR,France,2017-S1,ALL,All,A,All,2,P6,Regulation,6.013674453253205,34.028877760573444,44.28462630733531
FR,France,2017-S1,ALL,All,A,All,3,N8,Other,9.094860905798646,84.7435710333806,84.7435710333806
FR,France,2017-S1,ALL,All,A,All,3,P1,Finding customers,6.7751975657361685,44.05501691614881,67.53777527235573
FR,France,2017-S1,ALL,All,A,All,3,P2,Competition,6.090237120902372,34.532032345320324,52.58618252586182
FR,France,2017-S1,ALL,All,A,All,3,P3,Access to finance,4.229351679356626,22.554807474971977,26.54258608734939
FR,France,2017-S1,ALL,All,A,All,3,P4,Production/labour costs,6.954562253180643,56.65930603384858,63.894589527378734
FR,France,2017-S1,ALL,All,A,All,3,P5,Skilled staff,5.263550952821563,30.241745154855103,49.05576128408421
FR,France,2017-S1,ALL,All,A,All,3,P6,Regulation,5.751386979373527,39.90308578491279,47.10990286119877
FR,France,2017-S1,ALL,All,A,All,4,N8,Other,7.7516397991028265,66.41292211403707,76.44956634102182
FR,France,2017-S1,ALL,All,A,All,4,P1,Finding customers,6.737852778350304,58.45065890845387,71.63535798552493
FR,France,2017-S1,ALL,All,A,All,4,P2,Competition,6.019877899602442,42.022215159555685,50.47325199053495
FR,France,2017-S1,ALL,All,A,All,4,P3,Access to finance,4.584517721690355,28.210744564214895,34.130691682613836
FR,France,2017-S1,ALL,All,A,All,4,P4,Production/labour costs,6.5053900433904825,34.30323112458279,47.4988120077295
FR,France,2017-S1,ALL,All,A,All,4,P5,Skilled staff,5.429484574294845,30.001037300010374,53.21937753219378
FR,France,2017-S1,ALL,All,A,All,4,P6,Regulation,5.660185519347078,23.956757140843017,29.45911306442397
FR,France,2017-S1,ALL,All,C,Construction,0,N8,Other,7.466815233462569,63.35140637414912,74.82474871975894
FR,France,2017-S1,ALL,All,C,Construction,0,P1,Finding customers,5.56305337505765,26.731700381007617,44.23080938116504
FR,France,2017-S1,ALL,All,C,Construction,0,P2,Competition,6.135282557051873,35.747593227423174,50.512344505558836
FR,France,2017-S1,ALL,All,C,Construction,0,P3,Access to finance,4.230443898151095,18.40775189782124,23.461134877130956
FR,France,2017-S1,ALL,All,C,Construction,0,P4,Production/labour costs,6.337430351130685,37.020068878126644,50.154740515752714
FR,France,2017-S1,ALL,All,C,Construction,0,P5,Skilled staff,6.517127114817601,43.01077763064596,57.3206027061001
FR,France,2017-S1,ALL,All,C,Construction,0,P6,Regulation,5.7216809865104405,33.0167781745406,45.01172926593878
FR,France,2017-S1,ALL,All,I,Industry,0,N8,Other,7.809500134618755,63.91522967921499,76.7988834516507
FR,France,2017-S1,ALL,All,I,Industry,0,P1,Finding customers,6.25105095180116,39.87909000364989,56.42165046031349
FR,France,2017-S1,ALL,All,I,Industry,0,P2,Competition,6.465602933479629,35.63460648201001,56.9549999560757
FR,France,2017-S1,ALL,All,I,Industry,0,P3,Access to finance,4.2007469533690385,20.213116922826384,25.406590965180392
FR,France,2017-S1,ALL,All,I,Industry,0,P4,Production/labour costs,6.835073465435012,41.338488229995406,62.77087260629168
FR,France,2017-S1,ALL,All,I,Industry,0,P5,Skilled staff,6.429328922621268,37.737490817521476,57.179810647295184
FR,France,2017-S1,ALL,All,I,Industry,0,P6,Regulation,6.12289718209944,31.82982046554826,45.78440553435445
FR,France,2017-S1,ALL,All,S,Services,0,N8,Other,8.271757387937152,73.32720916014243,83.18119964289693
FR,France,2017-S1,ALL,All,S,Services,0,P1,Finding customers,6.153331754687977,40.97221135209822,50.44694511899883
FR,France,2017-S1,ALL,All,S,Services,0,P2,Competition,5.725004438862269,26.56603777853015,40.80441939610831
