REF_AREA,country_name,TIME_PERIOD,FIRM_SIZE,firm_size_label,FIRM_SECTOR,sector_label,FIRM_AGE,SAFE_ITEM,problem,severity_score_1_10,top_box_share_8_10,high_pressure_share_7_10
DE,Germany,2015-S1,SME,SME,A,All,0,P3,Access to finance,4.449268410262582,24.366949390356147,29.092007165355444
DE,Germany,2015-S1,SML,Small,A,All,0,P3,Access to finance,4.577074460504891,24.20686281936746,30.619607590085767
DE,Germany,2015-S2,ALL,All,A,All,0,P3,Access to finance,4.253719388024338,19.192006069836793,24.62264083524533
DE,Germany,2015-S2,ALL,All,A,All,1,P3,Access to finance,4.204602699382838,18.065695220333094,23.384563677534274
DE,Germany,2015-S2,ALL,All,A,All,2,P3,Access to finance,4.482873284278207,24.507481670045845,31.503482901657478
DE,Germany,2015-S2,ALL,All,A,All,3,P3,Access to finance,4.316250075540745,26.655462812999275,32.35863208317936
DE,Germany,2015-S2,ALL,All,A,All,4,P3,Access to finance,8.198558296100918,83.3278541670502,83.3278541670502
DE,Germany,2015-S2,ALL,All,A,All,9,P3,Access to finance,7.3102751999999995,57.75688,57.75688
DE,Germany,2015-S2,ALL,All,C,Construction,0,P3,Access to finance,3.7606897688716057,17.206736929897772,24.009289707883447
DE,Germany,2015-S2,ALL,All,I,Industry,0,P3,Access to finance,4.239212404959456,16.925769687193682,21.441649489628386
DE,Germany,2015-S2,ALL,All,S,Services,0,P3,Access to finance,4.316543078273557,22.097757110189065,27.34098650497609
DE,Germany,2015-S2,ALL,All,T,Trade,0,P3,Access to finance,4.304286463722428,16.881870457189287,23.37284839236842
DE,Germany,2015-S2,LAR,Large,A,All,0,P3,Access to finance,4.116499584497933,14.350973287326035,19.862026666126564
DE,Germany,2015-S2,MED,Medium,A,All,0,P3,Access to finance,4.332398370368419,20.746441761612452,25.853760783448244
DE,Germany,2015-S2,MIC,Micro,A,All,0,P3,Access to finance,4.0301131566991115,21.515979310070353,25.217245316085258
DE,Germany,2015-S2,SME,SME,A,All,0,P3,Access to finance,4.335624040436385,22.08154387748479,27.46417720727768
