REF_AREA,country_name,TIME_PERIOD,period_sort,year,country_name_wb,domestic_credit_private_pct_gdp,gdp_growth_pct,inflation_cpi_pct,unemployment_pct,domestic_credit_private_pct_gdp_change,macro_gdp_slowdown_z,macro_unemployment_z,macro_inflation_z,macro_credit_contraction_z,macro_stress_context_z
GR,Greece,2010-S2,20102,2010,Greece,112.814277336853,-5.6937412158003,4.71298907760395,12.719,23.589852180232995,1.6911212489462266,0.6765293644150708,1.1278392703007531,-3.979593279120401,-0.12102584886458756
GR,Greece,2011-S1,20111,2011,Greece,119.201382534538,-9.87677875300243,3.3298532335065,17.973,6.387105197685003,2.716884446194089,1.6885623375892842,0.5552778626368149,-1.3484189574609748,0.9030764222398033
GR,Greece,2011-S2,20112,2011,Greece,119.201382534538,-9.87677875300243,3.3298532335065,17.973,6.387105197685003,2.716884446194089,1.6885623375892842,0.5552778626368149,-1.3484189574609748,0.9030764222398033
GR,Greece,2012-S1,20121,2012,Greece,120.147931380692,-8.33113421099992,1.50152696177758,24.731,0.9465488461540019,2.337861959995302,2.9902979357452297,-0.20157408959725295,-0.5162813818626165,1.1525761060701656
GR,Greece,2012-S2,20122,2012,Greece,120.147931380692,-8.33113421099992,1.50152696177758,24.731,0.9465488461540019,2.337861959995302,2.9902979357452297,-0.20157408959725295,-0.5162813818626165,1.1525761060701656
GR,Greece,2013-S1,20131,2013,Greece,119.790203680738,-2.27211699888024,-0.921269454256899,27.686,-0.35772769995399756,0.85207159535976,3.5594942501209053,-1.2045122553368932,-0.3167912097439706,0.7225655950999504
GR,Greece,2013-S2,20132,2013,Greece,119.790203680738,-2.27211699888024,-0.921269454256899,27.686,-0.35772769995399756,0.85207159535976,3.5594942501209053,-1.2045122553368932,-0.3167912097439706,0.7225655950999504
GR,Greece,2014-S1,20141,2014,Greece,117.895057189809,0.792225060962835,-1.31226096405525,26.708,-1.895146490929008,0.10063456406117031,3.3711104953123057,-1.366366674908294,-0.0816417392231312,0.5059341613105126
GR,Greece,2014-S2,20142,2014,Greece,117.895057189809,0.792225060962835,-1.31226096405525,26.708,-1.895146490929008,0.10063456406117031,3.3711104953123057,-1.366366674908294,-0.0816417392231312,0.5059341613105126
GR,Greece,2015-S1,20151,2015,Greece,113.433357315224,-0.228301892172851,-1.73588804765275,24.981,-4.461699874584994,0.35088787424931095,3.038453292291395,-1.5417308810665318,0.31091471499285195,0.5396312501167566
GR,Greece,2015-S2,20152,2015,Greece,113.433357315224,-0.228301892172851,-1.73588804765275,24.981,-4.461699874584994,0.35088787424931095,3.038453292291395,-1.5417308810665318,0.31091471499285195,0.5396312501167566
GR,Greece,2016-S1,20161,2016,Greece,108.627097496027,-0.0317947678412054,-0.825653978391033,23.514,-4.806259819196995,0.30270045677008983,2.7558776600784958,-1.1649313770812646,0.36361544235082716,0.5643155455295371
GR,Greece,2016-S2,20162,2016,Greece,108.627097496027,-0.0317947678412054,-0.825653978391033,23.514,-4.806259819196995,0.30270045677008983,2.7558776600784958,-1.1649313770812646,0.36361544235082716,0.5643155455295371
GR,Greece,2017-S1,20171,2017,Greece,100.647509860794,1.47312472702352,1.12125452031425,21.413,-7.979587635233003,-0.06633544571086017,2.351180043664521,-0.35899125531471254,0.8489785458268063,0.6937079721164386
GR,Greece,2017-S2,20172,2017,Greece,100.647509860794,1.47312472702352,1.12125452031425,21.413,-7.979587635233003,-0.06633544571086017,2.351180043664521,-0.35899125531471254,0.8489785458268063,0.6937079721164386
GR,Greece,2018-S1,20181,2018,Greece,91.2069328032117,2.06467207892409,0.62562141345364,19.179,-9.440577057582303,-0.2113945080818117,1.9208637775679862,-0.5641629964419478,1.0724380814580246,0.5544360886255628
GR,Greece,2018-S2,20182,2018,Greece,91.2069328032117,2.06467207892409,0.62562141345364,19.179,-9.440577057582303,-0.2113945080818117,1.9208637775679862,-0.5641629964419478,1.0724380814580246,0.5544360886255628
GR,Greece,2019-S1,20191,2019,Greece,80.2122396702063,2.27718065334808,0.253007522038059,17.045,-10.994693133005399,-0.26350579630360893,1.5098096540899186,-0.7184098371224873,1.310141415389505,0.4595088590133318
GR,Greece,2019-S2,20192,2019,Greece,80.2122396702063,2.27718065334808,0.253007522038059,17.045,-10.994693133005399,-0.26350579630360893,1.5098096540899186,-0.7184098371224873,1.310141415389505,0.4595088590133318
