REF_AREA,country_name,TIME_PERIOD,origin_period_sort,forecast_target_period,risk_tier,risk_score,confidence,agreement_quality,signal_type,current_score,gap_value,best_model_label,best_model_forecast,best_model_delta,actual_next_score,actual_delta,forecast_abs_error,forecast_hit_direction,realized_direction,forecast_direction,ml_median_forecast,ml_min_forecast,ml_max_forecast,forecast_range,ml_model_agreement_rising,ml_model_count,components_available,availability_pressure_z,cost_pressure_z,salience_pressure_z,primary_drivers,recommended_read
SK,Slovakia,2017-S1,20171,2017-S2,Normal,0.0,High,High,Normal,-0.6732806009938872,-0.0623319167265958,Ridge,-0.6904516674623625,-0.017171066468475327,-0.7340855641647366,-0.06080496317084938,0.04363389670237405,1.0,Easing,Easing,-0.7406100013974515,-0.8105788976393332,-0.6904516674623625,0.12012723017697069,0.0,4,6,-0.45829379085916294,-0.260794272834752,-0.8772998869928182,Small-loan spread pressure; Eurostat bankruptcy index pressure; MIR small-loan rate pressure,Normal: no major warning signal in the current diagnostic rules.
AT,Austria,2017-S1,20171,2017-S2,Normal,0.0,High,High,Normal,-0.6932275140829204,-0.082278829815629,Ridge,-0.98592785350878,-0.2927003394258596,-1.1739432350083865,-0.4807157209254661,0.1880153814996065,1.0,Easing,Easing,-0.8668531634246119,-0.98592785350878,-0.8176639790697519,0.16826387443902813,0.0,4,6,-0.3351163822573476,-0.5914927702691283,-0.6684948825651728,Broad SAFE problem pressure; BLS credit standards tightening; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2017-S2,20172,2018-S1,Watch,4.0,High,High,Visible or hidden high pressure,0.5254951205617785,1.480554044165024,Ridge,0.3671075052992883,-0.15838761526249018,0.3128926502860884,-0.21260247027569007,0.05421485501319989,1.0,Easing,Easing,0.4036967357689806,0.3671075052992883,0.48040860606774627,0.11330110076845795,0.0,4,6,0.5494306748189014,-0.4518136480554267,1.4733167634158195,SAFE cube access-finance severity; SME-FPI is high relative to CISS; MIR small-loan rate pressure,Watch closely: pressure is visible or forecast to rise.
IE,Ireland,2017-S2,20172,2018-S1,Monitor,2.0,High,High,Rising-forecast monitor,-0.7896761402717261,0.1653827833315194,Ridge,-0.6872563694198233,0.10241977085190279,-0.236600797162355,0.5530753431093711,0.4506555722574683,1.0,Rising,Rising,-0.6961873604810114,-0.7682776919727072,-0.6646319302701165,0.10364576170259077,1.0,4,6,-0.6934952407842613,-0.4553971710036428,-0.2671655427898324,Small-loan spread pressure; MIR small-loan rate pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
IT,Italy,2017-S2,20172,2018-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.5007321487659805,0.454326774837265,Ridge,-0.7017706681482514,-0.2010385193822709,-0.5722398415947152,-0.0715076928287347,0.1295308265535362,1.0,Easing,Easing,-0.6997352931035881,-0.7559553299182957,-0.602627385058377,0.15332794485991874,0.0,4,6,-0.44253897912877704,-0.30503471148823214,-0.1175846091761164,SME-FPI is high relative to CISS; BLS credit standards tightening; SAFE cube access-finance severity,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2017-S2,20172,2018-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.6004307251561248,0.3546281984471207,Ridge,-0.9293076972882124,-0.32887697213208755,-0.500492899675797,0.09993782548032781,0.42881479761241537,0.0,Rising,Easing,-0.7236363041709716,-0.9293076972882124,-0.6414571841964853,0.28785051309172704,0.0,4,6,-0.3488433440357273,-0.5321189996599915,-0.3596519013881066,BLS terms and conditions pressure; BLS credit standards tightening; SME-FPI is high relative to CISS,Normal: no major warning signal in the current diagnostic rules.
NL,Netherlands,2017-S2,20172,2018-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.6036068049221275,0.351452118681118,Ridge,-0.7331291064351084,-0.12952230151298094,-1.139611282354744,-0.5360044774326165,0.40648217591963554,1.0,Easing,Easing,-0.7203138638120927,-0.7592006451251956,-0.6740202355084002,0.0851804096167954,0.0,4,6,-0.3688414899382308,-0.4677046528516388,-0.4417114837751766,SME-FPI is high relative to CISS; Small-loan spread pressure; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
BE,Belgium,2017-S2,20172,2018-S1,Normal,1.0,High,High,Below-threshold rising signal,-0.900959119242626,0.0540998043606195,Ridge,-0.8796585310301697,0.021300588212456284,-1.158785165065347,-0.25782604582272095,0.27912663403517723,0.0,Easing,Rising,-0.8175438333812518,-0.8796585310301697,-0.7642991078796851,0.11535942315048453,1.0,4,6,-0.7779832883451511,-0.4089837616213384,-0.5699151098669474,BLS credit standards tightening; Interest rates increased; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
FR,France,2017-S2,20172,2018-S1,Normal,1.0,High,High,Normal,-0.914195287673618,0.0408636359296276,Ridge,-1.0391353920716715,-0.12494010439805348,-1.0087549490080567,-0.09455966133443872,0.03038044306361476,1.0,Easing,Easing,-0.8358463233350777,-1.0391353920716715,-0.8076954919028628,0.23143990016880867,0.75,4,6,-0.7075501947788698,-0.6967644682424189,-0.2607689258239813,BLS terms and conditions pressure; BLS credit standards tightening; Finance salience,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2017-S2,20172,2018-S1,Normal,1.0,High,High,Normal,-0.9495438072410122,0.0055151163622333,Ridge,-1.1261490687626212,-0.17660526152160905,-1.1542961819890318,-0.20475237474801966,0.028147113226410614,1.0,Easing,Easing,-0.8837853292666709,-1.1261490687626212,-0.7909696437873454,0.33517942497527586,0.75,4,6,-0.7173179324482035,-0.6984952454889937,-0.3751968443480704,BLS terms and conditions pressure; BLS credit standards tightening; Bank loan rejection pressure,Normal: no major warning signal in the current diagnostic rules.
AT,Austria,2017-S2,20172,2018-S1,Normal,1.0,High,High,Below-threshold rising signal,-1.1739432350083865,-0.2188843114051407,Ridge,-1.1403160691379495,0.033627165870437015,-1.2472426369323275,-0.07329940192394102,0.10692656779437804,0.0,Easing,Rising,-1.0018044126939016,-1.1403160691379495,-0.830527786373503,0.3097882827644465,1.0,4,6,-0.7827690224639422,-0.9113208814791482,-0.687600727902064,BLS credit standards tightening; Broad SAFE problem pressure; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2017-S2,20172,2018-S1,Normal,1.0,High,High,Normal,-1.2156033726108633,-0.2605444490076177,Ridge,-1.3474680060772941,-0.13186463346643085,-0.952945865680036,0.26265750693082723,0.3945221403972581,0.0,Rising,Easing,-1.0144323921248464,-1.3474680060772941,-0.8887361767782251,0.45873182929906897,0.75,4,6,-0.8626535962074559,-0.7785619964483295,-0.8869392992573212,Broad SAFE problem pressure; Small-loan spread pressure; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2017-S2,20172,2018-S1,Normal,0.0,High,High,Normal,-0.6230015581392702,0.3320573654639753,Ridge,-1.0153440002780736,-0.3923424421388034,-0.8332932821144553,-0.21029172397518514,0.18205071816361829,1.0,Easing,Easing,-0.7594707075178098,-1.0153440002780736,-0.6369160213403291,0.3784279789377445,0.0,4,6,-0.3695341777260963,-0.43945100157617284,-0.576901271233426,Broad SAFE problem pressure; SAFE cube access-finance severity; MIR small-loan rate pressure,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2017-S2,20172,2018-S1,Normal,0.0,High,High,Normal,-0.7340855641647366,0.2209733594385089,Ridge,-0.7714162742870243,-0.037330710122287725,-0.7262105861624903,0.007874978002246236,0.04520568812453396,0.0,Rising,Easing,-0.7832240421058245,-0.9119419449251486,-0.7310001076228695,0.18094183730227908,0.25,4,6,-0.7621886293525665,-0.16906709029457578,-0.4022640984026321,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Small-loan spread pressure,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2018-S1,20181,2018-S2,Monitor,2.5,High,High,Hidden-gap monitor,0.3128926502860884,1.170022267956534,Ridge,-0.056068444245098076,-0.36896109453118653,1.26202109456366,0.9491284442775716,1.3180895388087581,0.0,Rising,Easing,-0.04120534446051291,-0.20265371364271034,0.07606187504076184,0.2787155886834722,0.0,4,6,0.39762016968476593,-0.41672845490617866,0.973292482028444,SAFE cube access-finance severity; MIR small-loan rate pressure; SME-FPI is high relative to CISS,Monitor: at least one warning signal is present; check its signal type.
NL,Netherlands,2018-S1,20181,2018-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.139611282354744,-0.2824816646842983,Ridge,-0.9699387244067386,0.1696725579480054,-0.0141631334999795,1.1254481488547645,0.955775590906759,1.0,Rising,Rising,-0.8955605260573936,-0.9699387244067386,-0.8261047440336883,0.14383398037305029,1.0,4,6,-0.8290084360830982,-0.7934919274511805,-0.6415807354195587,BLS terms and conditions pressure; Small-loan spread pressure; BLS credit standards tightening,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2018-S1,20181,2018-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.158785165065347,-0.3016555473949013,Ridge,-1.017112563706649,0.14167260135869797,-1.1093449047045212,0.049440260360825716,0.09223234099787225,1.0,Rising,Rising,-0.9579925189919867,-1.038590229832428,-0.8129886296576525,0.2256016001747756,1.0,4,6,-0.9029161657434331,-0.8431194300139071,-0.4004433757312349,Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure; SAFE cube access-finance severity,Monitor: at least one warning signal is present; check its signal type.
IE,Ireland,2018-S1,20181,2018-S2,Normal,1.0,High,High,Below-threshold hidden gap,-0.236600797162355,0.6205288205080906,Ridge,-0.4388921828651209,-0.2022913857027659,-0.5673301144527475,-0.3307293172903925,0.12843793158762662,1.0,Easing,Easing,-0.6068338214567066,-0.6621146293625304,-0.4388921828651209,0.22322244649740952,0.0,4,6,-0.14975189561921784,-0.08194395303256234,-0.3422735897583666,Small-loan spread pressure; MIR small-loan rate pressure; SME-FPI is high relative to CISS,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2018-S1,20181,2018-S2,Normal,1.0,High,High,Below-threshold hidden gap,-0.500492899675797,0.3566367179946486,Ridge,-0.7649293091332314,-0.2644364094574344,-0.646671257841824,-0.14617835816602698,0.11825805129140743,1.0,Easing,Easing,-0.6871208326710881,-0.7649293091332314,-0.6492155785233247,0.11571373060990675,0.0,4,6,-0.06503155323647869,-0.6001741162363603,-0.6588318343275088,Limited loan amount; SME-FPI is high relative to CISS; BLS credit standards tightening,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2018-S1,20181,2018-S2,Normal,1.0,High,High,Below-threshold rising signal,-0.7262105861624903,0.1309190315079552,Ridge,-0.5692555352345742,0.15695505092791617,-0.2653015542321485,0.46090903193034183,0.30395398100242565,1.0,Rising,Rising,-0.8095832730622021,-0.8362318798234486,-0.5692555352345742,0.2669763445888744,0.25,4,6,-0.4308665734261634,-0.23305214045764938,-1.235468434300138,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Small-loan spread pressure,Normal: no major warning signal in the current diagnostic rules.
FR,France,2018-S1,20181,2018-S2,Normal,1.0,High,High,Below-threshold rising signal,-1.0087549490080567,-0.1516253313376111,Ridge,-0.9911203739226473,0.017634575085409443,-1.0379947061589685,-0.02923975715091176,0.0468743322363212,0.0,Easing,Rising,-0.8724793232774063,-0.9911203739226473,-0.8474342865042462,0.14368608741840105,1.0,4,6,-0.8333697293743789,-0.6271551959872365,-0.4162791766539188,BLS terms and conditions pressure; BLS credit standards tightening; Finance salience,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2018-S1,20181,2018-S2,Normal,1.0,High,High,Normal,-1.1542961819890318,-0.2971665643185862,Ridge,-1.2902489733643556,-0.1359527913753238,-0.9527832568697002,0.2015129251193316,0.3374657164946554,0.0,Rising,Easing,-1.032454513809189,-1.2902489733643556,-0.8888929877653375,0.4013559855990181,0.75,4,6,-0.8751963902991425,-0.5711160362226061,-1.0089171799089591,BLS terms and conditions pressure; BLS credit standards tightening; Loan cost too high,Normal: no major warning signal in the current diagnostic rules.
AT,Austria,2018-S1,20181,2018-S2,Normal,1.0,High,High,Below-threshold rising signal,-1.2472426369323275,-0.3901130192618821,Ridge,-1.1843176233471957,0.0629250135851318,-1.2065195601841177,0.04072307674820985,0.022201936836921954,1.0,Rising,Rising,-1.0768160083101312,-1.1843176233471957,-0.9196058070812948,0.2647118162659009,1.0,4,6,-0.9668731131728987,-0.7072841255746323,-0.848583685078176,BLS credit standards tightening; Broad SAFE problem pressure; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2018-S1,20181,2018-S2,Normal,0.5,Low,Low,Normal,-0.8332932821144553,0.0238363355559902,Ridge,-1.0297579096668676,-0.19646462755241234,-0.9964490716327316,-0.16315578951827625,0.03330883803413609,1.0,Easing,Easing,-0.8412870684084979,-1.0297579096668676,-0.7292279370923777,0.30052997257449,0.5,4,6,-0.3819531636403644,-0.8852667317708791,-0.523676221174403,Broad SAFE problem pressure; SAFE cube access-finance severity; Bank loan rejection pressure,Normal: no major warning signal in the current diagnostic rules.
IT,Italy,2018-S1,20181,2018-S2,Normal,0.0,High,High,Normal,-0.5722398415947152,0.2848897760757304,Ridge,-0.5663400979907369,0.005899743603978269,-0.4611659800789406,0.11107386151577459,0.10517411791179632,1.0,Rising,Rising,-0.6380567047399922,-0.7618492609707851,-0.5663400979907369,0.19550916298004817,0.25,4,6,-0.44256536185502515,-0.37646141067238204,-0.2724130299267784,SAFE cube access-finance severity; Broad SAFE problem pressure; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2018-S1,20181,2018-S2,Normal,0.0,High,High,Normal,-0.952945865680036,-0.0958162480095903,Ridge,-1.0760220263239677,-0.12307616064393168,-1.1309669839958754,-0.17802111831583933,0.05494495767190766,1.0,Easing,Easing,-1.0037725480586586,-1.0760220263239677,-0.9250807596473641,0.15094126667660357,0.25,4,6,-0.7375029450050365,-0.5020321869774422,-0.7217342346461721,Broad SAFE problem pressure; Small-loan spread pressure; BLS credit standards tightening,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2018-S2,20182,2019-S1,Alert,5.0,High,High,Visible or hidden high pressure,1.26202109456366,1.8285302619530688,Ridge,0.5518282293340745,-0.7101928652295856,0.7091993636576646,-0.5528217309059955,0.15737113432359007,1.0,Easing,Easing,0.7130369351787424,0.5518282293340745,0.7395706864171643,0.1877424570830898,0.0,4,6,1.0776374244256874,-0.02589546004664678,2.1037845180840726,SME-FPI is high relative to CISS; SAFE cube access-finance severity; Finance salience,Immediate watchlist: inspect drivers and compare with local SME policy context.
FR,France,2018-S2,20182,2019-S1,Monitor,2.0,High,High,Rising-forecast monitor,-1.0379947061589685,-0.4714855387695593,Ridge,-0.8906351973413977,0.14735950881757076,-0.9844668212552872,0.05352788490368132,0.09383162391388944,1.0,Rising,Rising,-0.8572446586167839,-0.9267801393369327,-0.8013370755022703,0.12544306383466242,1.0,4,6,-0.7544655461940476,-0.7859646027702495,-0.4571284612753515,Best recent ML model expects rising H+1 pressure; BLS terms and conditions pressure; BLS credit standards tightening,Monitor: at least one warning signal is present; check its signal type.
NL,Netherlands,2018-S2,20182,2019-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.0141631334999795,0.5523460338894296,Ridge,-0.4348937280208504,-0.4207305945208709,-0.5174122874164314,-0.5032491539164519,0.082518559395581,1.0,Easing,Easing,-0.43308719283861974,-0.6555451344610771,-0.38881379664362165,0.26673133781745545,0.0,4,6,0.01590087437413723,0.23604744833246216,-0.5489751431222808,Loan cost too high; SME-FPI is high relative to CISS; Bank loan rejection pressure,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2018-S2,20182,2019-S1,Normal,1.0,High,High,Below-threshold rising signal,-0.9964490716327316,-0.4299399042433225,Ridge,-0.9665034127263614,0.02994565890637013,-0.7055798375508173,0.29086923408191423,0.2609235751755441,1.0,Rising,Rising,-0.8883318664453828,-0.9665034127263614,-0.7922741293392513,0.17422928338711008,1.0,4,6,-0.7213148456820041,-0.6793835454896413,-0.5967449503567005,Broad SAFE problem pressure; SAFE cube access-finance severity; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
BE,Belgium,2018-S2,20182,2019-S1,Normal,1.0,High,High,Below-threshold rising signal,-1.1093449047045212,-0.542835737315112,Ridge,-1.0329008144208147,0.07644409028370647,-1.0168491491319598,0.0924957555725614,0.016051665288854933,1.0,Rising,Rising,-0.9668078888923679,-1.0329008144208147,-0.9166075914906973,0.11629322293011746,1.0,4,6,-0.8920798079891155,-0.7040199894237862,-0.5052800572227414,BLS credit standards tightening; Broad SAFE problem pressure; Finance salience,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2018-S2,20182,2019-S1,Normal,1.0,High,High,Normal,-1.1309669839958754,-0.5644578166064662,Ridge,-1.1662364856649783,-0.03526950166910292,-1.1546976249482133,-0.0237306409523379,0.01153886071676502,1.0,Easing,Easing,-1.040294845017998,-1.1662364856649783,-1.0290766837188212,0.13715980194615707,0.75,4,6,-0.8520905941563699,-0.7182224770682096,-0.686877948875656,Broad SAFE problem pressure; Loan cost too high; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
AT,Austria,2018-S2,20182,2019-S1,Normal,1.0,High,High,Below-threshold rising signal,-1.2065195601841177,-0.6400103927947085,Ridge,-1.2035153914303414,0.003004168753776293,-1.4127237618265889,-0.20620420164247122,0.2092083703962475,0.0,Easing,Rising,-1.099083416874654,-1.2035153914303414,-1.0480947566371468,0.15542063479319457,1.0,4,6,-0.9510297345084083,-0.6170808407722106,-0.9069478280023238,BLS credit standards tightening; BLS terms and conditions pressure; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2018-S2,20182,2019-S1,Normal,0.0,High,High,Normal,-0.2653015542321485,0.3012076131572606,Ridge,-0.3459962873814378,-0.08069473314928927,-0.7534977273686059,-0.48819617313645736,0.4075014399871681,1.0,Easing,Easing,-0.7007979368547009,-0.714929857457882,-0.3459962873814378,0.3689335700764442,0.0,4,6,-0.49361297869348825,0.6193117148867782,-0.8327128065647498,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Loan cost too high,Normal: no major warning signal in the current diagnostic rules.
IT,Italy,2018-S2,20182,2019-S1,Normal,0.0,High,High,Normal,-0.4611659800789406,0.1053431873104685,Ridge,-0.4569911787656778,0.00417480131326281,-0.6618469842080542,-0.2006810041291136,0.20485580544237642,0.0,Easing,Rising,-0.5227913848586099,-0.6804598961602941,-0.4569911787656778,0.22346871739461632,0.25,4,6,-0.29442441721437296,-0.3798173318783163,-0.2476079041060861,SAFE cube access-finance severity; Broad SAFE problem pressure; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
IE,Ireland,2018-S2,20182,2019-S1,Normal,0.0,High,High,Normal,-0.5673301144527475,-0.0008209470633383,Ridge,-0.5666557520991542,0.0006743623535933052,-0.6597234257538972,-0.0923933113011497,0.093067673654743,0.0,Easing,Rising,-0.6331730071841812,-0.6710848487172658,-0.5666557520991542,0.10442909661811162,0.25,4,6,-0.7237206676033088,0.04395482926577299,-0.2493352872656374,Small-loan spread pressure; MIR small-loan rate pressure; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2018-S2,20182,2019-S1,Normal,0.0,High,High,Normal,-0.646671257841824,-0.0801620904524148,Ridge,-0.7603550471919891,-0.1136837893501651,-0.5447254588996462,0.10194579894217781,0.2156295882923429,0.0,Rising,Easing,-0.735104009313659,-0.7943061515986489,-0.6641834573698926,0.13012269422875633,0.0,4,6,-0.3447244371053837,-0.5464331561333686,-0.5359277848421983,Broad SAFE problem pressure; SAFE cube access-finance severity; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2018-S2,20182,2019-S1,Normal,0.0,High,High,Normal,-0.9527832568697002,-0.386274089480291,Ridge,-1.1129236080356997,-0.16014035116599945,-0.9320570513750724,0.02072620549462778,0.18086655666062723,0.0,Rising,Easing,-0.9972886544883179,-1.1129236080356997,-0.947036062955807,0.16588754507989267,0.25,4,6,-0.8492660557704662,-0.3380145402748663,-0.7138030859960519,BLS credit standards tightening; Small-loan spread pressure; Loan cost too high,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2019-S1,20191,2019-S2,Watch,3.0,High,High,Visible or hidden high pressure,0.7091993636576646,1.2869216243924908,Ridge,0.30285092706466177,-0.4063484365930028,0.3879410390419968,-0.3212583246156678,0.08509011197733501,1.0,Easing,Easing,0.43054358390584424,0.30285092706466177,0.730792158332129,0.4279412312674672,0.25,4,6,0.6158279481108686,-0.19028797895046512,1.5160256119893851,SAFE cube access-finance severity; MIR small-loan rate pressure; SME-FPI is high relative to CISS,Watch closely: pressure is visible or forecast to rise.
IT,Italy,2019-S1,20191,2019-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.6618469842080542,-0.0841247234732279,Ridge,-0.5345157618838552,0.12733122232419902,-0.3231031997095943,0.33874378449845993,0.2114125621742609,1.0,Rising,Rising,-0.6137425568052778,-0.6710355710211097,-0.5345157618838552,0.13651980913725448,0.75,4,6,-0.40793366805774056,-0.6178750421835308,-0.2666086672183507,BLS terms and conditions pressure; SAFE cube access-finance severity; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2019-S1,20191,2019-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.0168491491319598,-0.4391268883971335,Ridge,-0.7744066375813956,0.24244251155056418,-0.8869504894336611,0.12989865969829872,0.11254385185226545,1.0,Rising,Rising,-0.8950113752170021,-1.0219370509944732,-0.7744066375813956,0.24753041341307758,0.75,4,6,-0.8941693716091533,-0.5489585965162426,-0.4239780303576221,BLS credit standards tightening; Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
AT,Austria,2019-S1,20191,2019-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.4127237618265889,-0.8350015010917624,Ridge,-1.2843356898708944,0.12838807195569446,-1.279678605308769,0.1330451565178199,0.004657084562125435,1.0,Rising,Rising,-1.1458120812132004,-1.2843356898708944,-1.0298892087138476,0.2544464811570468,1.0,4,6,-1.0218299347719848,-0.9822889307626212,-0.8227738045767409,BLS terms and conditions pressure; Broad SAFE problem pressure; Best recent ML model expects rising H+1 pressure,Monitor: at least one warning signal is present; check its signal type.
IE,Ireland,2019-S1,20191,2019-S2,Monitor,1.5,Low,Low,Rising-forecast monitor,-0.6597234257538972,-0.0820011650190709,Ridge,-0.518883875815525,0.14083954993837222,-0.9427259915711677,-0.28300256581727046,0.4238421157556427,0.0,Easing,Rising,-0.64387859171097,-0.6969950229379192,-0.518883875815525,0.17811114712239418,0.5,4,6,-0.4750066060969953,-0.4251097934188683,-0.4420777660853726,Small-loan spread pressure; MIR small-loan rate pressure; BLS credit standards tightening,Monitor: at least one warning signal is present; check its signal type.
FR,France,2019-S1,20191,2019-S2,Normal,1.0,High,High,Below-threshold rising signal,-0.9844668212552872,-0.4067445605204609,Ridge,-0.9522256690239654,0.032241152231321735,-1.0906691248088498,-0.10620230355356264,0.13844345578488437,0.0,Easing,Rising,-0.9480512311147047,-0.9522256690239654,-0.8875494302008735,0.06467623882309192,1.0,4,6,-0.7106426187192066,-0.7357304647167007,-0.4661732105208352,BLS terms and conditions pressure; Loan cost too high; Finance salience,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2019-S1,20191,2019-S2,Normal,1.0,High,High,Below-threshold rising signal,-1.1546976249482133,-0.576975364213387,Ridge,-1.144820044481376,0.009877580466837177,-0.7821096278869707,0.37258799706124257,0.3627104165944054,1.0,Rising,Rising,-1.056197763988724,-1.144820044481376,-1.0209952034486467,0.1238248410327294,1.0,4,6,-0.7335463683451744,-0.8257381215625651,-0.9262947000464176,Broad SAFE problem pressure; BLS terms and conditions pressure; Bank loan rejection pressure,Normal: no major warning signal in the current diagnostic rules.
NL,Netherlands,2019-S1,20191,2019-S2,Normal,0.5,Low,Low,Normal,-0.5174122874164314,0.0603099733183948,Ridge,-0.4359499732528957,0.08146231416353572,-0.3658914283048998,0.15152085911153163,0.0700585449479959,1.0,Rising,Rising,-0.509678068266984,-0.6907495185614976,-0.4359499732528957,0.2547995453086019,0.5,4,6,0.018908129762468317,-0.8728371699836054,-0.4357778006785623,Bank loan rejection pressure; Small-loan spread pressure; MIR small-loan rate pressure,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2019-S1,20191,2019-S2,Normal,0.5,Low,Low,Normal,-0.7534977273686059,-0.1757754666337796,Ridge,-0.8616355863136307,-0.10813785894502481,-0.2445254890965126,0.5089722382720933,0.6171100972171181,0.0,Rising,Easing,-0.755921673639995,-0.8616355863136307,-0.6241266075273086,0.23750897878632204,0.5,4,6,-0.22344760244880255,-0.9291859995072591,-0.579082404858629,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Small-loan spread pressure,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2019-S1,20191,2019-S2,Normal,0.5,Low,Low,Normal,-0.9320570513750724,-0.3543347906402462,Ridge,-0.9748168101672074,-0.042759758792135005,-0.8942789764043522,0.03777807497072028,0.08053783376285528,0.0,Rising,Easing,-0.9180448553296743,-0.9780621541683044,-0.8562974916073477,0.12176466256095675,0.5,4,6,-0.7083987197438071,-0.6710172221015517,-0.384094960231396,Bank loan rejection pressure; Loan cost too high; Finance salience,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2019-S1,20191,2019-S2,Normal,0.0,High,High,Normal,-0.5447254588996462,0.03299680183518,Ridge,-0.6385756959152955,-0.09385023701564932,-0.5213310648444365,0.02339439405520971,0.11724463107085903,0.0,Rising,Easing,-0.660773986662426,-0.7813923877056437,-0.6182871614902641,0.1631052262153796,0.0,4,6,-0.4093713887469212,-0.3010376010810578,-0.4082715498231248,SAFE cube access-finance severity; Broad SAFE problem pressure; BLS credit standards tightening,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2019-S1,20191,2019-S2,Normal,0.0,High,High,Normal,-0.7055798375508173,-0.127857576815991,Ridge,-0.7598334418301556,-0.05425360427933823,-0.8151249816975477,-0.10954514414673033,0.0552915398673921,1.0,Easing,Easing,-0.8236130030099936,-0.8524507916925653,-0.7598334418301556,0.09261734986240977,0.0,4,6,-0.2696258354181322,-0.7092211629068892,-0.6809453196122399,Broad SAFE problem pressure; SAFE cube access-finance severity; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2019-S2,20192,2020-S1,Watch,3.0,High,High,Visible or hidden high pressure,0.3879410390419968,1.0082286155979672,Ridge,0.09965493717546918,-0.2882861018665276,0.7386749281521665,0.3507338891101697,0.6390199909766974,0.0,Rising,Easing,0.15958874279402768,0.09965493717546918,0.30563666174651777,0.20598172457104857,0.0,4,6,0.14558262740514982,-0.048677850794102584,1.3058084710760691,SAFE cube access-finance severity; MIR small-loan rate pressure; SME-FPI is high relative to CISS,Watch closely: pressure is visible or forecast to rise.
IE,Ireland,2019-S2,20192,2020-S1,Monitor,2.0,High,High,Rising-forecast monitor,-0.9427259915711677,-0.3224384150151972,Ridge,-0.7577751401463759,0.18495085142479173,-0.5918978487688026,0.3508281428023651,0.16587729137757334,1.0,Rising,Rising,-0.7460519627269906,-0.8184322826093954,-0.7069218403060883,0.11151044230330709,1.0,4,6,-0.516747270722263,-0.9109487841923967,-0.5236120878969088,Small-loan spread pressure; MIR small-loan rate pressure; Best recent ML model expects rising H+1 pressure,Monitor: at least one warning signal is present; check its signal type.
