component,PC1_loading,PC2_loading
access_finance_main_problem,0.5150465435153491,-0.2484218811190279
bank_loan_rejected,0.4316468804995297,-0.19082736667360164
bank_loan_cost_too_high,0.22612867468441583,0.7273153717841869
bank_loan_limited_amount,0.3852406216987426,-0.19964552767769003
bank_willingness_deteriorated,0.5178277477463935,-0.0767343914279933
interest_rates_increased,0.28410902504223434,0.5719592044251091
