REF_AREA,country_name,TIME_PERIOD,period_sort,access_finance_main_problem,bank_loan_cost_too_high,bank_loan_limited_amount,bank_loan_rejected,bank_willingness_deteriorated,interest_rates_increased,z_access_finance_main_problem,z_bank_loan_rejected,z_bank_loan_cost_too_high,z_bank_loan_limited_amount,z_bank_willingness_deteriorated,z_interest_rates_increased,components_available,SME_FPI_equal_raw,SME_FPI_equal_z,fbz_access_finance_main_problem,fbz_bank_loan_rejected,fbz_bank_loan_cost_too_high,fbz_bank_loan_limited_amount,fbz_bank_willingness_deteriorated,fbz_interest_rates_increased,SME_FPI_fixed_baseline_raw,SME_FPI_fixed_baseline_z,SME_FPI_pca_weighted_raw,SME_FPI_pca_weighted_z,SME_FPI_reliability_weighted_raw,SME_FPI_reliability_weighted_z,PC1,PC2,SME_FPI_pca_z,cluster,cluster_name,CISS_mean,CISS_max,CISS_z,Hidden_SME_Stress,Relative_Gap_equal,Relative_Gap_fixed_baseline,Relative_Gap_pca_weighted,Relative_Gap_reliability_weighted
AT,Austria,2014-S1,20141,7.061265,0.0,5.293991,6.28709,24.94398,13.94612,-0.5570201057578135,-0.46709902189082964,-0.8944498267398536,-0.24489930563553414,0.4455208483114145,-0.8793575591336336,6,-0.43288416180770833,-0.6309023360137359,-0.45939932874729966,-0.2728871453711396,-0.9852447564328908,-0.03713374957929463,2.0368187741539714,-0.457154184301546,-0.029166731713033245,-0.044341547177494674,-0.34078371377933464,-0.46802824625573525,-0.3177232811265687,-0.43033165977238064,-0.8042493918054994,-0.9112862194503129,-0.46761721951434737,2,Low SME financing pain,0.010758869145280653,0.0408345424188793,-0.926541424079994,0.29563908806625805,0.29563908806625805,0.8821998769024992,0.4585131778242587,0.4962097643076133
AT,Austria,2014-S2,20142,7.025606,1.854648,9.83266,5.74658,18.80004,18.43358,-0.5623884826173601,-0.5462425859328799,-0.16825055541729328,0.7220679284329943,-0.02873424366895756,-0.6797434897485762,6,-0.21054857149201214,-0.31053720740449564,-0.4666612372688911,-0.37997958267175325,0.13152247239870704,1.4228402978978347,1.089185571887391,0.2706699861598502,0.34459625140052313,0.5238821781268048,-0.2090327476805792,-0.28982706999642166,-0.2083790000173678,-0.28461144872614086,-0.49331717858558294,-0.40916184975599784,-0.2868309379395115,2,Low SME financing pain,0.017990240602040308,0.0877118703299995,-0.8842185304458265,0.5736813230413309,0.5736813230413309,1.4081007085726314,0.5943914604494049,0.5996070817196857
AT,Austria,2015-S1,20151,7.492938,1.722997,7.361144,5.397716,14.92505,12.5269,-0.4920327717301885,-0.5973246016698057,-0.21979934541350094,0.1955093733861043,-0.32784747375795925,-0.942488212009127,6,-0.3973305051990796,-0.579672788122734,-0.3714896891825074,-0.4491007757050759,0.052249466177090385,0.6278166427415577,0.49151222506906694,-0.6873384353482903,-0.05605842770802643,-0.08522440708709474,-0.3911762651175665,-0.536187229746222,-0.38899744183367413,-0.5253168353574718,-0.9231757874241094,-0.4765860586722769,-0.5367649627550248,2,Low SME financing pain,0.1039845830645691,0.1957273518399488,-0.38092127473928095,-0.1987515133834531,-0.1987515133834531,0.2956968676521862,-0.15526595500694107,-0.1443955606181908
AT,Austria,2015-S2,20152,6.142842,1.6875,5.416695,5.644123,16.69528,10.83206,-0.6952864839645889,-0.5612447360153138,-0.23369842250744913,-0.2187571156037992,-0.19120216285381406,-1.0178791702252605,6,-0.4863446818617043,-0.7079340265239986,-0.6464349665982081,-0.40027961384325605,0.030875121114396494,0.002336997355904482,0.7645501654865138,-0.9622256804858053,-0.20186299616174244,-0.30688791791150655,-0.4769843929452335,-0.6522479294456699,-0.47202252208703294,-0.6359621484357834,-1.1256829256087002,-0.4139869227736991,-0.654509316502186,2,Low SME financing pain,0.2294155554827838,0.3836284869624158,0.35318590476730977,-1.0611199312913084,-1.0611199312913084,-0.6600738226788163,-1.0054338342129796,-0.9891480532030932
AT,Austria,2016-S1,20161,7.49658,0.0,6.129104,2.812464,11.32988,11.86107,-0.4914844773718927,-0.9758671951959907,-0.8944498267398536,-0.06697778112148152,-0.6053611993208838,-0.9721060884511795,6,-0.6677077613668804,-0.969261536924576,-0.3707480006652849,-0.9613224510048591,-0.9852447564328908,0.23150080092676065,-0.06300205400799802,-0.7953298530808854,-0.4906910523775263,-0.7459869231371521,-0.6322406727349678,-0.8622414687677098,-0.6244629356859784,-0.8391154273844089,-1.4920876672265198,-0.8384106300743202,-0.8675491623981889,2,Low SME financing pain,0.24167564348481935,0.4699218255215216,0.42494026057082035,-1.3942017974953962,-1.3942017974953962,-1.1709271837079724,-1.2871817293385301,-1.2640556879552292
AT,Austria,2016-S2,20162,4.978458,0.0,3.951551,2.154809,8.721941,15.28934,-0.8705817003538976,-1.0721635830705436,-0.8944498267398536,-0.5309072726635231,-0.8066698628697139,-0.8196075869267735,6,-0.8323966387707175,-1.2065630562858103,-0.8835602390961662,-1.0916250852816256,-0.9852447564328908,-0.46896245537282083,-0.46524712571864346,-0.2392964246229848,-0.6889893477541887,-1.047455504059158,-0.8341306511705483,-1.1353099152276842,-0.8334095645879142,-1.117573034422701,-1.9685479140139566,-0.5305669311571741,-1.1445789221741756,2,Low SME financing pain,0.20592577814814447,0.4659636034647901,0.2157077854964605,-1.4222708417822707,-1.4222708417822707,-1.2631632895556184,-1.3510177007241446,-1.3332808199191615
AT,Austria,2017-S1,20171,6.320803,1.705582,9.245768,3.173584,10.37086,12.21489,-0.6684948825651728,-0.9229906085521449,-0.22661829990517934,0.5970300959898381,-0.6793886342097362,-0.9563672406330771,6,-0.476138261645912,-0.6932275140829204,-0.6101934426516328,-0.8897729496857392,0.04176310904080241,1.2340521116097516,-0.2109200339423227,-0.737943548134958,-0.19550245896068316,-0.297218131692403,-0.5031676913676326,-0.6876624293569858,-0.5094497300542207,-0.6858403916189211,-1.187475496615517,-0.43668731076378636,-0.6904375628089469,2,Low SME financing pain,0.06468165501074775,0.1406188447626294,-0.6109486842672913,-0.08227882981562906,-0.08227882981562906,0.3137305525748883,-0.07671374508969453,-0.07489170735162975
AT,Austria,2017-S2,20172,6.193894,0.0,5.563163,1.083402,7.10203,12.84829,-0.687600727902064,-1.2290431385266885,-0.8944498267398536,-0.1875519854567121,-0.9317119434084262,-0.9281919362184428,6,-0.809758259708698,-1.1739432350083863,-0.6360382938411401,-1.3039053150108415,-0.9852447564328908,0.04945201693232234,-0.7151000618340446,-0.6352119740217071,-0.7043413973680503,-1.0707948908276828,-0.8073503494788845,-1.099087932168701,-0.8061580774157426,-1.0812557033124728,-1.9053464155942443,-0.6671466336662081,-1.1078314788297439,2,Low SME financing pain,0.005886314025275459,0.0161409946206449,-0.9550589236032455,-0.21888431140514075,-0.21888431140514075,-0.11573596722443724,-0.14402900856545553,-0.12619677970922727
AT,Austria,2018-S1,20181,5.124578,0.0,3.147731,1.547587,5.73308,22.02206,-0.848583685078176,-1.1610753760896215,-0.8944498267398536,-0.7021617973025669,-1.0373821661265077,-0.5201184244094109,6,-0.8606285459576895,-1.2472426369323277,-0.853803092985088,-1.2119353181405055,-0.9852447564328908,-0.7275308459831662,-0.9262451043056239,0.8526879828032324,-0.6420118558406737,-0.976036645941686,-0.8881155586555528,-1.2083277783898192,-0.892809922318175,-1.1967343090396265,-2.0959522683182965,-0.2958755649133076,-1.2186560312411405,2,Low SME financing pain,0.02261870462748678,0.0799835486003442,-0.8571296176704456,-0.39011301926188213,-0.39011301926188213,-0.11890702827124044,-0.3511981607193736,-0.3396046913691809
AT,Austria,2018-S2,20182,4.736899,1.565374,3.735976,0.886966,5.978378,12.29859,-0.9069478280023238,-1.2578060571519944,-0.28151763791087825,-0.576835707075533,-1.0184474392976974,-0.952644043633543,6,-0.8323664521786616,-1.2065195601841177,-0.9327534122240468,-1.3428256125327807,-0.04266245290950867,-0.5383074341066483,-0.8884106643127875,-0.7243681885623671,-0.7448879607746898,-1.132436948356445,-0.8872727649989844,-1.2071878488288337,-0.8936030605334355,-1.1977913032138456,-2.093963275715934,-0.09098351801800711,-1.2174995651003788,2,Low SME financing pain,0.07227467680837531,0.1996227418747373,-0.5665091673894092,-0.6400103927947085,-0.6400103927947085,-0.5659277809670358,-0.6406786814394245,-0.6312821358244365
AT,Austria,2019-S1,20191,5.296018,0.0,2.227494,2.396648,4.52651,9.65747,-0.8227738045767409,-1.0367525816378866,-0.8944498267398536,-0.8982190613545434,-1.1305181613235242,-1.070128034785389,6,-0.9754735784029896,-1.4127237618265887,-0.8188895621249508,-1.0437089913252824,-0.9852447564328908,-1.02354761599398,-1.112344869742589,-1.1527332264878312,-1.0227448370179208,-1.554856707544786,-0.9783967148850088,-1.3304385204247642,-0.9790911274501995,-1.3117189730167584,-2.309015751264119,-0.5943058647902835,-1.3425381932798321,2,Low SME financing pain,0.07035878599379808,0.1727106133161259,-0.5777222607348262,-0.8350015010917624,-0.8350015010917624,-0.9771344468099599,-0.7527162596899379,-0.7339967122819322
AT,Austria,2019-S2,20192,4.629604,0.741434,2.835505,0.516628,9.219995,12.97266,-0.9231008327176848,-1.3120323789965573,-0.6041366079868767,-0.76868180826267,-0.768224720895477,-0.9226596302347863,6,-0.8831393298490088,-1.279678605308769,-0.9546038980712146,-1.4162014965035392,-0.538793897002138,-0.8279659860975024,-0.38842793364943695,-0.6150403196603796,-0.7901722551640352,-1.201281675143829,-0.9044318255364449,-1.2303965194126094,-0.9020333515687622,-1.2090261275355874,-2.1344586498879003,-0.2750182388452881,-1.2410449161648998,2,Low SME financing pain,0.06308599381333882,0.1813776934647978,-0.6202875765559704,-0.6593910287527985,-0.6593910287527985,-0.5809940985878587,-0.610108942856639,-0.5887385509796169
AT,Austria,2020-S1,20201,8.022563,1.282777,4.941735,3.848148,11.40002,13.00222,-0.4122989992116829,-0.8242183395201907,-0.39217029840383516,-0.3199477416426638,-0.5999470429079788,-0.9213447233852493,6,-0.5783211908452668,-0.8404637132363636,-0.26363225345105534,-0.7561200979804032,-0.2128268553007565,-0.15044551963084568,-0.05218375291668232,-0.61024596328086,-0.34090907376010054,-0.5182766422408102,-0.5730907346645557,-0.7822375883262399,-0.5690566134885616,-0.7652768975408563,-1.352493843358325,-0.4425828661765122,-0.7863846922180145,2,Low SME financing pain,0.27900992440272404,0.6852335230677173,0.6434458109556768,-1.4839095241920404,-1.4839095241920404,-1.161722453196487,-1.4256833992819167,-1.408722708496533
AT,Austria,2020-S2,20202,6.41532,0.806419,3.387091,0.769552,9.822827,9.941183,-0.6542655750794393,-1.2749982690045656,-0.5786913161326291,-0.6511659487076059,-0.7216916906886861,-1.0575077314361796,6,-0.8230534218415176,-1.1931003403576181,-0.5909451797240336,-1.3660891070716685,-0.4996634968584873,-0.6505348394437764,-0.29544792105348605,-1.1067176232570248,-0.7515663612347462,-1.1425899751673807,-0.8233900060746152,-1.120782540996178,-0.8163920478548371,-1.0948942431345645,-1.9431999970310565,-0.43452298126761485,-1.129840804146614,2,Low SME financing pain,0.10093760840385751,0.2289825418871146,-0.3987542384090916,-0.7943461019485265,-0.7943461019485265,-0.7438357367582891,-0.7220283025870864,-0.6961400047254729
AT,Austria,2021-S1,20211,4.963458,0.0,7.523986,1.379415,8.640069,18.77713,-0.8728399143501734,-1.185699770554256,-0.8944498267398536,0.2302029979553749,-0.8129896206945977,-0.6644614786471432,6,-0.7000396021717749,-1.0158487446807705,-0.8866149693977414,-1.2452556070634095,-0.9852447564328908,0.6801987604591683,-0.4778749550164505,0.326390592864314,-0.4314001557645016,-0.6558482639541768,-0.7138569681501943,-0.9726324607701462,-0.7180641916898265,-0.9638553281886598,-1.6847020830422275,-0.5710702038752582,-0.9795415598806656,2,Low SME financing pain,0.011773115739801015,0.031646985110895,-0.9206053646484768,-0.09524338003229371,-0.09524338003229371,0.2647571006942999,-0.05202709612166945,-0.04324996354018307
