index_version,non_missing_rows,correlation_with_equal,mean_abs_difference_from_equal,latest_country_rank_spearman_vs_equal
SME_FPI_equal_z,386,1.0,0.0,1.0
SME_FPI_fixed_baseline_z,386,0.9726758287735212,1.357417494794151,0.8321678321678322
SME_FPI_pca_weighted_z,386,0.9888157124117839,0.10763475085134881,0.9440559440559443
SME_FPI_reliability_weighted_z,386,0.9849521018711282,0.12519133216632147,0.9160839160839163
SME_FPI_pca_z,386,0.9878677207787927,0.11070457518790079,0.9440559440559443
